Name,No.,year,sex
Summer,50,2018,Female
Peyton,50,2018,Female
Leah,50,2018,Female
Ariana,50,2018,Female
Anna,50,2018,Female
Sofia,49,2018,Female
Cora,49,2018,Female
Imogen,48,2018,Female
Paige,47,2018,Female
Nina,47,2018,Female
Jasmine,47,2018,Female
Heidi,47,2018,Female
Brooklyn,47,2018,Female
Aaliyah,47,2018,Female
Billie,47,2018,Female
Victoria,46,2018,Female
Eliza,46,2018,Female
Daisy,45,2018,Female
Eleanor,45,2018,Female
Jessica,44,2018,Female
Elsie,43,2018,Female
Annabelle,43,2018,Female
Athena,43,2018,Female
Sarah,42,2018,Female
Maya,42,2018,Female
Kaia,41,2018,Female
Amber,41,2018,Female
John,1389,1954,Male
David,1161,1954,Male
Peter,1157,1954,Male
Michael,853,1954,Male
Robert,730,1954,Male
Paul,687,1954,Male
Stephen,573,1954,Male
Kevin,543,1954,Male
Christopher,508,1954,Male
Brian,476,1954,Male
William,442,1954,Male
Ian,442,1954,Male
Mark,423,1954,Male
Richard,394,1954,Male
Alan,381,1954,Male
Bruce,380,1954,Male
Murray,372,1954,Male
Graeme,366,1954,Male
Wayne,336,1954,Male
James,323,1954,Male
Gary,323,1954,Male
Anthony,317,1954,Male
Graham,302,1954,Male
Philip,301,1954,Male
Barry,290,1954,Male
Colin,281,1954,Male
Trevor,249,1954,Male
Kenneth,248,1954,Male
Ross,240,1954,Male
Grant,234,1954,Male
Geoffrey,223,1954,Male
Raymond,214,1954,Male
Keith,214,1954,Male
Allan,209,1954,Male
Donald,198,1954,Male
Ronald,196,1954,Male
Roger,191,1954,Male
Steven,190,1954,Male
Gregory,190,1954,Male
Neil,181,1954,Male
Andrew,180,1954,Male
Warren,179,1954,Male
Garry,177,1954,Male
Russell,170,1954,Male
Thomas,168,1954,Male
Dennis,165,1954,Male
Phillip,160,1954,Male
Stuart,152,1954,Male
Douglas,151,1954,Male
George,148,1954,Male
Robin,141,1954,Male
Leslie,141,1954,Male
Malcolm,140,1954,Male
Gordon,134,1954,Male
Edward,133,1954,Male
Neville,132,1954,Male
Terence,127,1954,Male
Martin,120,1954,Male
Charles,120,1954,Male
Patrick,117,1954,Male
Timothy,113,1954,Male
Lindsay,108,1954,Male
Noel,101,1954,Male
Rex,100,1954,Male
Kerry,100,1954,Male
Joseph,100,1954,Male
Brent,98,1954,Male
Craig,98,1954,Male
Jeffrey,97,1954,Male
Gavin,96,1954,Male
Rodney,95,1954,Male
Nigel,82,1954,Male
Alexander,82,1954,Male
Bryan,79,1954,Male
Owen,76,1954,Male
Tony,75,1954,Male
Eric,72,1954,Male
Lawrence,71,1954,Male
Glenn,71,1954,Male
Arthur,71,1954,Male
Bernard,68,1954,Male
Denis,66,1954,Male
Ivan,65,1954,Male
Francis,63,1954,Male
Mervyn,61,1954,Male
Henry,61,1954,Male
Gerard,60,1954,Male
Norman,59,1954,Male
Derek,59,1954,Male
Desmond,57,1954,Male
Simon,56,1954,Male
Maurice,52,1954,Male
Nicholas,52,1954,Male
Lance,52,1954,Male
Brett,52,1954,Male
Daniel,49,1954,Male
Frederick,49,1954,Male
Roy,48,1954,Male
Stewart,47,1954,Male
Kelvin,47,1954,Male
John,1384,1955,Male
Peter,1244,1955,Male
David,1177,1955,Male
Michael,865,1955,Male
Robert,729,1955,Male
Paul,712,1955,Male
Stephen,681,1955,Male
Kevin,562,1955,Male
Christopher,547,1955,Male
Ian,492,1955,Male
Mark,452,1955,Male
Richard,433,1955,Male
William,426,1955,Male
Brian,387,1955,Male
Bruce,383,1955,Male
Murray,372,1955,Male
Alan,371,1955,Male
Anthony,368,1955,Male
Wayne,364,1955,Male
James,351,1955,Male
Graeme,350,1955,Male
Gary,336,1955,Male
Graham,316,1955,Male
Barry,290,1955,Male
Colin,274,1955,Male
Ross,265,1955,Male
Geoffrey,264,1955,Male
Raymond,252,1955,Male
Kenneth,249,1955,Male
Philip,246,1955,Male
Trevor,241,1955,Male
Neil,227,1955,Male
Grant,220,1955,Male
Donald,212,1955,Male
Gregory,208,1955,Male
Steven,200,1955,Male
Allan,199,1955,Male
Garry,196,1955,Male
Roger,194,1955,Male
Andrew,192,1955,Male
Keith,182,1955,Male
Ronald,168,1955,Male
Warren,161,1955,Male
Thomas,153,1955,Male
Russell,153,1955,Male
Dennis,151,1955,Male
Stuart,145,1955,Male
Timothy,141,1955,Male
Malcolm,139,1955,Male
Douglas,132,1955,Male
Edward,131,1955,Male
Phillip,128,1955,Male
Robin,127,1955,Male
Martin,124,1955,Male
Gavin,122,1955,Male
Patrick,121,1955,Male
Gordon,118,1955,Male
Leslie,118,1955,Male
Terence,116,1955,Male
Charles,116,1955,Male
George,113,1955,Male
Craig,110,1955,Male
Lindsay,108,1955,Male
Jeffrey,99,1955,Male
Bryan,98,1955,Male
Joseph,96,1955,Male
Glenn,95,1955,Male
Rex,94,1955,Male
Kerry,92,1955,Male
Noel,91,1955,Male
Neville,91,1955,Male
Nigel,88,1955,Male
Tony,87,1955,Male
Alexander,82,1955,Male
Brent,82,1955,Male
Arthur,82,1955,Male
Rodney,75,1955,Male
Simon,69,1955,Male
Maurice,67,1955,Male
Lance,63,1955,Male
Eric,62,1955,Male
Francis,61,1955,Male
Bernard,59,1955,Male
Stewart,58,1955,Male
Owen,58,1955,Male
Gerard,56,1955,Male
Nicholas,55,1955,Male
Roy,53,1955,Male
Derek,53,1955,Male
Gerald,52,1955,Male
Hugh,50,1955,Male
Warwick,48,1955,Male
Norman,48,1955,Male
Mervyn,48,1955,Male
Desmond,48,1955,Male
Brett,48,1955,Male
Lawrence,47,1955,Male
Shane,46,1955,Male
Lloyd,46,1955,Male
Frank,46,1955,Male
Peter,1450,1956,Male
John,1277,1956,Male
David,1199,1956,Male
Michael,866,1956,Male
Paul,728,1956,Male
Stephen,720,1956,Male
Robert,695,1956,Male
Kevin,600,1956,Male
Mark,573,1956,Male
Christopher,523,1956,Male
Ian,452,1956,Male
Richard,438,1956,Male
Brian,429,1956,Male
William,428,1956,Male
Wayne,396,1956,Male
Bruce,395,1956,Male
Anthony,382,1956,Male
James,354,1956,Male
Gary,349,1956,Male
Graeme,336,1956,Male
Alan,329,1956,Male
Murray,312,1956,Male
Graham,292,1956,Male
Grant,259,1956,Male
Colin,256,1956,Male
Barry,256,1956,Male
Geoffrey,244,1956,Male
Andrew,240,1956,Male
Kenneth,237,1956,Male
Neil,236,1956,Male
Gregory,236,1956,Male
Philip,235,1956,Male
Ross,232,1956,Male
Steven,216,1956,Male
Allan,207,1956,Male
Donald,200,1956,Male
Trevor,196,1956,Male
Raymond,187,1956,Male
Stuart,175,1956,Male
Keith,170,1956,Male
Roger,169,1956,Male
Garry,167,1956,Male
Russell,165,1956,Male
Thomas,158,1956,Male
Malcolm,157,1956,Male
Patrick,150,1956,Male
Phillip,149,1956,Male
Jeffrey,145,1956,Male
Douglas,144,1956,Male
Martin,141,1956,Male
Gordon,136,1956,Male
Warren,135,1956,Male
George,134,1956,Male
Ronald,132,1956,Male
Craig,129,1956,Male
Robin,126,1956,Male
Timothy,124,1956,Male
Leslie,122,1956,Male
Gavin,116,1956,Male
Dennis,116,1956,Male
Charles,116,1956,Male
Simon,113,1956,Male
Neville,113,1956,Male
Brent,112,1956,Male
Edward,109,1956,Male
Terence,102,1956,Male
Nigel,96,1956,Male
Bryan,95,1956,Male
Joseph,93,1956,Male
Lindsay,93,1956,Male
Kerry,92,1956,Male
Tony,91,1956,Male
Rex,88,1956,Male
Glenn,86,1956,Male
Rodney,82,1956,Male
Noel,80,1956,Male
Alexander,75,1956,Male
Eric,71,1956,Male
Derek,66,1956,Male
Norman,62,1956,Male
Lance,62,1956,Male
Maurice,61,1956,Male
Shane,60,1956,Male
Gerard,60,1956,Male
Daniel,58,1956,Male
Desmond,58,1956,Male
Nicholas,56,1956,Male
Ivan,55,1956,Male
Bernard,55,1956,Male
Terry,54,1956,Male
Stewart,54,1956,Male
Arthur,54,1956,Male
Kelvin,53,1956,Male
Francis,52,1956,Male
Dean,50,1956,Male
Lawrence,48,1956,Male
Alistair,48,1956,Male
Brett,48,1956,Male
Leonard,47,1956,Male
Owen,45,1956,Male
Peter,1431,1957,Male
John,1250,1957,Male
David,1168,1957,Male
Michael,938,1957,Male
Paul,776,1957,Male
Stephen,760,1957,Male
Robert,720,1957,Male
Mark,642,1957,Male
Christopher,625,1957,Male
Kevin,532,1957,Male
Richard,481,1957,Male
Ian,464,1957,Male
Brian,453,1957,Male
Anthony,452,1957,Male
William,405,1957,Male
Bruce,391,1957,Male
Wayne,369,1957,Male
Murray,363,1957,Male
Gary,363,1957,Male
James,356,1957,Male
Alan,346,1957,Male
Graeme,322,1957,Male
Grant,290,1957,Male
Barry,289,1957,Male
Ross,273,1957,Male
Graham,273,1957,Male
Geoffrey,272,1957,Male
Philip,268,1957,Male
Colin,267,1957,Male
Gregory,254,1957,Male
Trevor,243,1957,Male
Kenneth,233,1957,Male
Andrew,225,1957,Male
Neil,218,1957,Male
Allan,216,1957,Male
Steven,215,1957,Male
Donald,202,1957,Male
Garry,197,1957,Male
Keith,196,1957,Male
Raymond,189,1957,Male
Thomas,179,1957,Male
Stuart,176,1957,Male
Phillip,173,1957,Male
Roger,164,1957,Male
Timothy,159,1957,Male
Martin,157,1957,Male
Ronald,154,1957,Male
Warren,153,1957,Male
Russell,153,1957,Male
Patrick,150,1957,Male
Craig,142,1957,Male
Brent,136,1957,Male
Douglas,135,1957,Male
Malcolm,132,1957,Male
Robin,130,1957,Male
Simon,129,1957,Male
Jeffrey,125,1957,Male
Lindsay,124,1957,Male
Nigel,120,1957,Male
Gordon,119,1957,Male
George,113,1957,Male
Gavin,111,1957,Male
Dennis,111,1957,Male
Bryan,109,1957,Male
Tony,106,1957,Male
Charles,105,1957,Male
Neville,104,1957,Male
Edward,104,1957,Male
Leslie,98,1957,Male
Glenn,96,1957,Male
Kerry,95,1957,Male
Brett,93,1957,Male
Joseph,91,1957,Male
Rodney,90,1957,Male
Terence,88,1957,Male
Nicholas,86,1957,Male
Lance,86,1957,Male
Eric,82,1957,Male
Bernard,81,1957,Male
Rex,80,1957,Male
Noel,80,1957,Male
Daniel,75,1957,Male
Owen,70,1957,Male
Alexander,69,1957,Male
Dean,69,1957,Male
Warwick,68,1957,Male
Derek,68,1957,Male
Maurice,67,1957,Male
Terry,63,1957,Male
Gerard,63,1957,Male
Shane,57,1957,Male
Jonathan,57,1957,Male
Darryl,57,1957,Male
Francis,56,1957,Male
Mervyn,53,1957,Male
Norman,52,1957,Male
Gerald,52,1957,Male
Hugh,51,1957,Male
Allen,51,1957,Male
Stewart,50,1957,Male
Peter,1484,1958,Male
David,1238,1958,Male
John,1181,1958,Male
Michael,1007,1958,Male
Stephen,873,1958,Male
Paul,803,1958,Male
Mark,752,1958,Male
Robert,708,1958,Male
Christopher,680,1958,Male
Kevin,551,1958,Male
Richard,482,1958,Male
Anthony,445,1958,Male
Ian,433,1958,Male
William,429,1958,Male
Wayne,422,1958,Male
Grant,392,1958,Male
Alan,376,1958,Male
Brian,368,1958,Male
Bruce,368,1958,Male
Murray,359,1958,Male
Gary,358,1958,Male
Graeme,348,1958,Male
James,347,1958,Male
Gregory,330,1958,Male
Steven,297,1958,Male
Ross,291,1958,Male
Andrew,277,1958,Male
Philip,268,1958,Male
Colin,267,1958,Male
Graham,265,1958,Male
Geoffrey,253,1958,Male
Allan,243,1958,Male
Barry,241,1958,Male
Keith,225,1958,Male
Kenneth,225,1958,Male
Trevor,210,1958,Male
Donald,203,1958,Male
Neil,198,1958,Male
Raymond,195,1958,Male
Garry,184,1958,Male
Martin,180,1958,Male
Stuart,173,1958,Male
Thomas,172,1958,Male
Simon,170,1958,Male
Roger,168,1958,Male
Russell,166,1958,Male
Timothy,163,1958,Male
Craig,163,1958,Male
Patrick,159,1958,Male
Phillip,158,1958,Male
Brent,153,1958,Male
Warren,149,1958,Male
Tony,149,1958,Male
Robin,143,1958,Male
Malcolm,135,1958,Male
Kerry,132,1958,Male
Jeffrey,130,1958,Male
Ronald,129,1958,Male
Douglas,128,1958,Male
Joseph,124,1958,Male
Gavin,118,1958,Male
Nigel,115,1958,Male
Neville,112,1958,Male
Dennis,112,1958,Male
Gordon,110,1958,Male
Terence,106,1958,Male
George,106,1958,Male
Leslie,103,1958,Male
Brett,103,1958,Male
Edward,101,1958,Male
Charles,94,1958,Male
Dean,94,1958,Male
Nicholas,93,1958,Male
Rodney,92,1958,Male
Lance,92,1958,Male
Derek,88,1958,Male
Shane,86,1958,Male
Noel,85,1958,Male
Lindsay,84,1958,Male
Eric,83,1958,Male
Glenn,79,1958,Male
Bryan,79,1958,Male
Rex,73,1958,Male
Bernard,73,1958,Male
Maurice,67,1958,Male
Alexander,66,1958,Male
Alistair,64,1958,Male
Terry,63,1958,Male
Ivan,61,1958,Male
Desmond,61,1958,Male
Daniel,61,1958,Male
Owen,60,1958,Male
Lawrence,60,1958,Male
Gerard,60,1958,Male
Arthur,60,1958,Male
Warwick,58,1958,Male
Walter,57,1958,Male
Matthew,57,1958,Male
Stewart,55,1958,Male
Leonard,55,1958,Male
Peter,1335,1959,Male
David,1307,1959,Male
John,1227,1959,Male
Michael,1107,1959,Male
Stephen,891,1959,Male
Mark,829,1959,Male
Paul,725,1959,Male
Robert,693,1959,Male
Christopher,677,1959,Male
Kevin,564,1959,Male
Anthony,516,1959,Male
Richard,489,1959,Male
Ian,430,1959,Male
Wayne,406,1959,Male
Bruce,403,1959,Male
William,399,1959,Male
Brian,377,1959,Male
Grant,376,1959,Male
Gregory,362,1959,Male
James,356,1959,Male
Andrew,353,1959,Male
Gary,344,1959,Male
Philip,338,1959,Male
Alan,338,1959,Male
Graeme,311,1959,Male
Steven,310,1959,Male
Murray,308,1959,Male
Ross,295,1959,Male
Colin,280,1959,Male
Geoffrey,262,1959,Male
Barry,252,1959,Male
Graham,238,1959,Male
Allan,237,1959,Male
Kenneth,225,1959,Male
Neil,224,1959,Male
Trevor,211,1959,Male
Russell,209,1959,Male
Donald,209,1959,Male
Craig,200,1959,Male
Keith,199,1959,Male
Martin,196,1959,Male
Raymond,190,1959,Male
Phillip,189,1959,Male
Timothy,188,1959,Male
Stuart,183,1959,Male
Brent,175,1959,Male
Warren,174,1959,Male
Thomas,171,1959,Male
Roger,163,1959,Male
Garry,157,1959,Male
Jeffrey,154,1959,Male
Patrick,151,1959,Male
Tony,149,1959,Male
Simon,143,1959,Male
Douglas,142,1959,Male
Malcolm,141,1959,Male
Gavin,132,1959,Male
Kerry,130,1959,Male
George,125,1959,Male
Ronald,124,1959,Male
Nigel,121,1959,Male
Terence,118,1959,Male
Neville,118,1959,Male
Gordon,117,1959,Male
Robin,110,1959,Male
Dean,107,1959,Male
Edward,106,1959,Male
Lance,102,1959,Male
Nicholas,100,1959,Male
Shane,98,1959,Male
Brett,98,1959,Male
Joseph,96,1959,Male
Leslie,95,1959,Male
Charles,90,1959,Male
Rodney,89,1959,Male
Bryan,88,1959,Male
Derek,84,1959,Male
Dennis,82,1959,Male
Terry,81,1959,Male
Glenn,80,1959,Male
Daniel,80,1959,Male
Noel,77,1959,Male
Lindsay,77,1959,Male
Eric,72,1959,Male
Maurice,71,1959,Male
Matthew,69,1959,Male
Alexander,68,1959,Male
Rex,67,1959,Male
Kelvin,67,1959,Male
Jonathan,67,1959,Male
Arthur,67,1959,Male
Adrian,67,1959,Male
Francis,65,1959,Male
Stewart,62,1959,Male
Alistair,62,1959,Male
Gerard,61,1959,Male
Carl,60,1959,Male
Bernard,57,1959,Male
Ivan,55,1959,Male
Owen,51,1959,Male
David,1304,1960,Male
Peter,1257,1960,Male
Michael,1090,1960,Male
John,1085,1960,Male
Stephen,994,1960,Male
Mark,901,1960,Male
Paul,746,1960,Male
Robert,662,1960,Male
Christopher,620,1960,Male
Kevin,546,1960,Male
Anthony,511,1960,Male
Richard,473,1960,Male
Ian,451,1960,Male
Craig,441,1960,Male
William,422,1960,Male
Gregory,419,1960,Male
Wayne,417,1960,Male
Andrew,400,1960,Male
Grant,390,1960,Male
James,374,1960,Male
Bruce,373,1960,Male
Brian,367,1960,Male
Steven,340,1960,Male
Philip,328,1960,Male
Murray,327,1960,Male
Graeme,317,1960,Male
Ross,305,1960,Male
Alan,295,1960,Male
Gary,271,1960,Male
Colin,249,1960,Male
Graham,239,1960,Male
Barry,229,1960,Male
Geoffrey,223,1960,Male
Neil,219,1960,Male
Martin,217,1960,Male
Trevor,214,1960,Male
Kenneth,210,1960,Male
Allan,203,1960,Male
Raymond,199,1960,Male
Russell,197,1960,Male
Phillip,197,1960,Male
Timothy,193,1960,Male
Thomas,180,1960,Male
Warren,176,1960,Male
Tony,174,1960,Male
Donald,173,1960,Male
Brent,172,1960,Male
Roger,171,1960,Male
Stuart,169,1960,Male
Simon,167,1960,Male
Keith,161,1960,Male
Nigel,159,1960,Male
Garry,157,1960,Male
Jeffrey,141,1960,Male
Douglas,140,1960,Male
Brett,140,1960,Male
Gavin,137,1960,Male
Malcolm,136,1960,Male
Ronald,134,1960,Male
Patrick,130,1960,Male
Shane,118,1960,Male
George,118,1960,Male
Edward,113,1960,Male
Kerry,112,1960,Male
Robin,103,1960,Male
Dean,100,1960,Male
Neville,99,1960,Male
Gordon,98,1960,Male
Rodney,96,1960,Male
Terence,95,1960,Male
Joseph,94,1960,Male
Eric,93,1960,Male
Lance,92,1960,Male
Antony,90,1960,Male
Daniel,88,1960,Male
Leslie,87,1960,Male
Dennis,87,1960,Male
Terry,85,1960,Male
Matthew,85,1960,Male
Nicholas,85,1960,Male
Bryan,84,1960,Male
Kelvin,81,1960,Male
Glenn,78,1960,Male
Derek,77,1960,Male
Charles,77,1960,Male
Jonathan,76,1960,Male
Scott,72,1960,Male
Adrian,71,1960,Male
Lindsay,70,1960,Male
Alexander,70,1960,Male
Owen,65,1960,Male
Noel,65,1960,Male
Darryl,65,1960,Male
Warwick,64,1960,Male
Gerard,64,1960,Male
Alistair,64,1960,Male
Bernard,63,1960,Male
Rex,59,1960,Male
Francis,59,1960,Male
Carl,58,1960,Male
David,1350,1961,Male
Peter,1213,1961,Male
Michael,1182,1961,Male
John,1145,1961,Male
Mark,1018,1961,Male
Stephen,909,1961,Male
Paul,785,1961,Male
Robert,735,1961,Male
Andrew,673,1961,Male
Christopher,544,1961,Male
Richard,542,1961,Male
Anthony,533,1961,Male
Kevin,513,1961,Male
Ian,453,1961,Male
Wayne,436,1961,Male
William,406,1961,Male
Gregory,402,1961,Male
Craig,377,1961,Male
Grant,373,1961,Male
Steven,369,1961,Male
James,353,1961,Male
Bruce,353,1961,Male
Gary,329,1961,Male
Murray,325,1961,Male
Graeme,323,1961,Male
Philip,305,1961,Male
Brian,301,1961,Male
Alan,294,1961,Male
Ross,287,1961,Male
Graham,262,1961,Male
Brent,256,1961,Male
Geoffrey,248,1961,Male
Colin,244,1961,Male
Barry,234,1961,Male
Martin,229,1961,Male
Dean,222,1961,Male
Neil,216,1961,Male
Russell,214,1961,Male
Trevor,204,1961,Male
Simon,197,1961,Male
Phillip,193,1961,Male
Kenneth,190,1961,Male
Allan,190,1961,Male
Raymond,185,1961,Male
Keith,185,1961,Male
Warren,177,1961,Male
Shane,173,1961,Male
Donald,169,1961,Male
Stuart,168,1961,Male
Tony,167,1961,Male
Timothy,165,1961,Male
Thomas,164,1961,Male
Malcolm,163,1961,Male
Nigel,159,1961,Male
Jeffrey,155,1961,Male
Brett,153,1961,Male
Roger,147,1961,Male
Patrick,145,1961,Male
Kerry,140,1961,Male
Joseph,137,1961,Male
Ronald,134,1961,Male
Gavin,132,1961,Male
Garry,128,1961,Male
Douglas,128,1961,Male
Robin,121,1961,Male
George,119,1961,Male
Gordon,118,1961,Male
Terence,116,1961,Male
Lance,114,1961,Male
Charles,112,1961,Male
Neville,111,1961,Male
Edward,109,1961,Male
Nicholas,104,1961,Male
Daniel,103,1961,Male
Glenn,101,1961,Male
Antony,100,1961,Male
Derek,99,1961,Male
Leslie,98,1961,Male
Matthew,93,1961,Male
Bryan,93,1961,Male
Dennis,89,1961,Male
Jonathan,87,1961,Male
Adrian,79,1961,Male
Lindsay,78,1961,Male
Kelvin,77,1961,Male
Rodney,75,1961,Male
Bernard,75,1961,Male
Carl,74,1961,Male
Eric,72,1961,Male
Darryl,72,1961,Male
Terry,70,1961,Male
Scott,67,1961,Male
Kim,66,1961,Male
Alexander,65,1961,Male
Henry,61,1961,Male
Alistair,61,1961,Male
Arthur,60,1961,Male
Warwick,57,1961,Male
Noel,57,1961,Male
Gerard,56,1961,Male
David,1481,1962,Male
Michael,1276,1962,Male
Peter,1124,1962,Male
John,1031,1962,Male
Mark,946,1962,Male
Stephen,870,1962,Male
Paul,809,1962,Male
Andrew,646,1962,Male
Robert,643,1962,Male
Christopher,561,1962,Male
Kevin,534,1962,Male
Richard,505,1962,Male
Anthony,483,1962,Male
Grant,471,1962,Male
Wayne,456,1962,Male
Craig,454,1962,Male
Gregory,406,1962,Male
Ian,394,1962,Male
William,385,1962,Male
Bruce,365,1962,Male
Steven,361,1962,Male
James,321,1962,Male
Gary,318,1962,Male
Graeme,309,1962,Male
Brian,305,1962,Male
Murray,302,1962,Male
Philip,297,1962,Male
Ross,274,1962,Male
Alan,273,1962,Male
Dean,268,1962,Male
Shane,258,1962,Male
Brent,258,1962,Male
Colin,227,1962,Male
Neil,223,1962,Male
Barry,221,1962,Male
Geoffrey,220,1962,Male
Graham,215,1962,Male
Stuart,212,1962,Male
Timothy,203,1962,Male
Martin,203,1962,Male
Simon,201,1962,Male
Nigel,190,1962,Male
Phillip,188,1962,Male
Brett,188,1962,Male
Tony,183,1962,Male
Allan,183,1962,Male
Trevor,178,1962,Male
Warren,178,1962,Male
Kenneth,171,1962,Male
Russell,167,1962,Male
Keith,164,1962,Male
Thomas,161,1962,Male
Raymond,161,1962,Male
Patrick,150,1962,Male
Kerry,149,1962,Male
Glenn,147,1962,Male
Donald,147,1962,Male
Malcolm,143,1962,Male
Jeffrey,143,1962,Male
Roger,130,1962,Male
Douglas,127,1962,Male
Gavin,125,1962,Male
Matthew,123,1962,Male
Nicholas,122,1962,Male
George,122,1962,Male
Ronald,116,1962,Male
Gordon,116,1962,Male
Joseph,115,1962,Male
Charles,111,1962,Male
Scott,108,1962,Male
Garry,106,1962,Male
Edward,106,1962,Male
Bryan,106,1962,Male
Daniel,104,1962,Male
Lance,103,1962,Male
Terry,97,1962,Male
Adrian,96,1962,Male
Neville,94,1962,Male
Darryl,92,1962,Male
Robin,89,1962,Male
Terence,87,1962,Male
Jonathan,84,1962,Male
Derek,83,1962,Male
Dennis,81,1962,Male
Antony,80,1962,Male
Noel,76,1962,Male
Gerard,74,1962,Male
Lindsay,73,1962,Male
Alistair,72,1962,Male
Rodney,71,1962,Male
Eric,70,1962,Male
Carl,68,1962,Male
Kelvin,67,1962,Male
Leslie,66,1962,Male
Ricky,63,1962,Male
Karl,60,1962,Male
Alexander,60,1962,Male
Stewart,59,1962,Male
Kim,59,1962,Male
Henry,57,1962,Male
David,1514,1963,Male
Michael,1256,1963,Male
John,1072,1963,Male
Peter,1025,1963,Male
Mark,902,1963,Male
Paul,891,1963,Male
Stephen,820,1963,Male
Andrew,756,1963,Male
Robert,723,1963,Male
Richard,580,1963,Male
Christopher,571,1963,Male
Craig,487,1963,Male
Kevin,465,1963,Male
Anthony,464,1963,Male
Wayne,417,1963,Male
Gregory,409,1963,Male
Grant,405,1963,Male
Ian,389,1963,Male
James,380,1963,Male
Philip,347,1963,Male
William,346,1963,Male
Steven,341,1963,Male
Bruce,322,1963,Male
Brian,305,1963,Male
Murray,298,1963,Male
Gary,297,1963,Male
Shane,286,1963,Male
Brent,284,1963,Male
Dean,262,1963,Male
Alan,256,1963,Male
Graeme,255,1963,Male
Ross,246,1963,Male
Tony,231,1963,Male
Martin,227,1963,Male
Timothy,223,1963,Male
Warren,218,1963,Male
Neil,212,1963,Male
Colin,210,1963,Male
Glenn,209,1963,Male
Graham,209,1963,Male
Brett,209,1963,Male
Simon,206,1963,Male
Phillip,201,1963,Male
Geoffrey,200,1963,Male
Barry,191,1963,Male
Nigel,188,1963,Male
Trevor,180,1963,Male
Stuart,177,1963,Male
Raymond,176,1963,Male
Thomas,175,1963,Male
Allan,174,1963,Male
Russell,166,1963,Male
Roger,157,1963,Male
Kenneth,155,1963,Male
Donald,151,1963,Male
Jeffrey,147,1963,Male
Keith,134,1963,Male
Darryl,132,1963,Male
Edward,132,1963,Male
Lance,130,1963,Male
Patrick,128,1963,Male
Gavin,128,1963,Male
Joseph,125,1963,Male
Douglas,124,1963,Male
Nicholas,121,1963,Male
Matthew,117,1963,Male
Malcolm,113,1963,Male
Ronald,110,1963,Male
Scott,107,1963,Male
Terence,105,1963,Male
Garry,104,1963,Male
Kerry,100,1963,Male
George,99,1963,Male
Jonathan,93,1963,Male
Neville,92,1963,Male
Gordon,92,1963,Male
Daniel,92,1963,Male
Bryan,91,1963,Male
Derek,87,1963,Male
Charles,87,1963,Male
Antony,86,1963,Male
Kelvin,79,1963,Male
Carl,76,1963,Male
Dennis,75,1963,Male
Rodney,74,1963,Male
Terry,71,1963,Male
Robin,71,1963,Male
Eric,71,1963,Male
Adrian,71,1963,Male
Alexander,71,1963,Male
Lindsay,68,1963,Male
Glen,68,1963,Male
Leslie,67,1963,Male
Noel,66,1963,Male
Sean,64,1963,Male
Karl,63,1963,Male
Ricky,62,1963,Male
Bernard,61,1963,Male
Henry,59,1963,Male
Stewart,56,1963,Male
David,1358,1964,Male
Michael,1174,1964,Male
John,1047,1964,Male
Peter,986,1964,Male
Paul,900,1964,Male
Mark,880,1964,Male
Andrew,833,1964,Male
Stephen,757,1964,Male
Robert,678,1964,Male
Richard,571,1964,Male
Christopher,550,1964,Male
Craig,519,1964,Male
Grant,448,1964,Male
Anthony,432,1964,Male
Wayne,402,1964,Male
Kevin,394,1964,Male
Gregory,394,1964,Male
Ian,365,1964,Male
James,359,1964,Male
Shane,355,1964,Male
Steven,348,1964,Male
Philip,316,1964,Male
William,312,1964,Male
Bruce,282,1964,Male
Dean,276,1964,Male
Brent,261,1964,Male
Murray,258,1964,Male
Brian,256,1964,Male
Alan,246,1964,Male
Graeme,239,1964,Male
Gary,237,1964,Male
Simon,231,1964,Male
Brett,222,1964,Male
Stuart,209,1964,Male
Tony,206,1964,Male
Ross,205,1964,Male
Phillip,204,1964,Male
Martin,201,1964,Male
Graham,196,1964,Male
Timothy,195,1964,Male
Colin,193,1964,Male
Glenn,185,1964,Male
Barry,181,1964,Male
Nigel,172,1964,Male
Neil,167,1964,Male
Warren,165,1964,Male
Kenneth,163,1964,Male
Geoffrey,158,1964,Male
Jeffrey,157,1964,Male
Allan,156,1964,Male
Malcolm,155,1964,Male
Patrick,155,1964,Male
Thomas,153,1964,Male
Trevor,144,1964,Male
Raymond,142,1964,Male
Antony,136,1964,Male
Douglas,135,1964,Male
Matthew,132,1964,Male
Joseph,132,1964,Male
Gavin,132,1964,Male
Darryl,132,1964,Male
Roger,130,1964,Male
Russell,130,1964,Male
Scott,129,1964,Male
Garry,117,1964,Male
Edward,117,1964,Male
Donald,116,1964,Male
Kerry,113,1964,Male
Nicholas,107,1964,Male
Keith,103,1964,Male
Lance,99,1964,Male
Jonathan,99,1964,Male
Daniel,99,1964,Male
Glen,98,1964,Male
Terence,94,1964,Male
George,93,1964,Male
Sean,87,1964,Male
Charles,86,1964,Male
Ronald,84,1964,Male
Shayne,81,1964,Male
Kelvin,80,1964,Male
Derek,80,1964,Male
Rodney,78,1964,Male
Neville,74,1964,Male
Darren,74,1964,Male
Bryan,74,1964,Male
Robin,73,1964,Male
Gordon,73,1964,Male
Leslie,71,1964,Male
Adrian,71,1964,Male
Terry,69,1964,Male
